,fluxes,ec-code,kcat_MW,E,equ
UPPRT_num1,0.0,2.4.2.9,342.0086688975828,0.0,prpp_c + ura_c --> ppi_c + ump_c
URIDK2r,0.0,2.7.4.9,478.0633244986641,0.0,atp_c + dump_c --> adp_c + dudp_c
XTSNH_num1,0.0,3.2.2.8,1556.3558175879834,0.0,h2o_c + xtsn_c --> rib__D_c + xan_c
NTP1,0.0,3.6.1.15,,,atp_c + h2o_c --> adp_c + h_c + pi_c
NTP10,0.0,3.6.1.15,,,h2o_c + itp_c --> h_c + idp_c + pi_c
NTP11,0.0,3.6.1.15,,,ditp_c + h2o_c --> didp_c + h_c + pi_c
NTP12,0.0,3.6.1.15,,,h2o_c + xtp_c --> h_c + pi_c + xdp_c
NTP3,0.0,3.6.1.15,,,gtp_c + h2o_c --> gdp_c + h_c + pi_c
NTP5,0.0,3.6.1.15,,,ctp_c + h2o_c --> cdp_c + h_c + pi_c
NTPP2,0.0,3.6.1.19,,,gtp_c + h2o_c --> gmp_c + h_c + ppi_c
NTPP6,0.0,3.6.1.19,,,atp_c + h2o_c --> amp_c + h_c + ppi_c
NTPP7,0.0,3.6.1.19,,,dttp_c + h2o_c --> dtmp_c + h_c + ppi_c
NTPP8,0.0,3.6.1.19,,,h2o_c + utp_c --> h_c + ppi_c + ump_c
ATPS4rpp,10.415245060378057,3.6.3.14,820.5123656438421,0.012693586954299452,adp_c + 4.0 h_e + pi_c --> atp_c + h2o_c + 3.0 h_c
CAT,0.0,1.11.1.6,9916446.66571718,0.0,2.0 h2o2_c --> 2.0 h2o_c + o2_c
CRNCAL2,0.0,,418048.4732264189,0.0,atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c
CRNDCAL2,0.0,,418048.4732264189,0.0,atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c
CTBTCAL2,0.0,,418048.4732264189,0.0,atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c
CYTBD2pp,0.0,1.9.3.1,862.9022803733399,0.0,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn8_c
CYTBDpp,0.0,1.9.3.1,862.9022803733399,0.0,2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_e + q8_c
CYTBO3_4pp,6.091517678603508,1.9.3.1,862.9022803733399,0.007059336633075041,4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_e + q8_c
DMSOR1pp,0.0,,,,dmso_e + mql8_c --> dms_e + h2o_e + mqn8_c
DMSOR2pp,0.0,,,,2dmmql8_c + dmso_e --> 2dmmq8_c + dms_e + h2o_e
FDH4pp_num1,0.0,1.2.2.1,,,for_e + 2.0 h_c + q8_c --> co2_c + h_e + q8h2_c
FDH5pp_num1,0.0,1.2.2.1,,,for_e + 2.0 h_c + mqn8_c --> co2_c + h_e + mql8_c
G3PD5,0.0,1.1.99.5,1948.7949351463308,0.0,glyc3p_c + q8_c --> dhap_c + q8h2_c
G3PD6,0.0,1.1.99.5,,,glyc3p_c + mqn8_c --> dhap_c + mql8_c
G3PD7,0.0,1.1.99.5,,,2dmmq8_c + glyc3p_c --> 2dmmql8_c + dhap_c
HYD1pp,0.0,1.18.99.1,,,h2_c + 2.0 h_c + q8_c --> 2.0 h_e + q8h2_c
HYD2pp,0.0,1.18.99.1,,,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_e + mql8_c
HYD3pp,0.0,1.18.99.1,,,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_e
LDH_D2,0.0,1.1.2.4,14146.168782554994,0.0,lac__D_c + q8_c --> pyr_c + q8h2_c
NADH10,0.0,1.6.99.3,984.5395221443832,0.0,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
NADH16pp,6.077200342496909,1.6.5.3,2468.513849702983,0.002461886265385196,4.0 h_c + nadh_c + q8_c --> 3.0 h_e + nad_c + q8h2_c
NADH17pp,0.0,1.6.5.3,2468.513849702983,0.0,4.0 h_c + mqn8_c + nadh_c --> 3.0 h_e + mql8_c + nad_c
NADH18pp,0.0,1.6.5.3,2468.513849702983,0.0,2dmmq8_c + 4.0 h_c + nadh_c --> 2dmmql8_c + 3.0 h_e + nad_c
NADH5,0.0,1.6.5.3,31708.725117528887,0.0,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH9,0.0,1.6.5.3,,,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADPHQR2_num1,0.0,1.6.99.6,83450.33012345037,0.0,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
NADPHQR3_num1,0.0,1.6.99.6,83450.33012345037,0.0,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
NADPHQR4_num1,0.0,1.6.99.6,83450.33012345037,0.0,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
NO3R1pp,0.0,1.7.99.4,,,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_e + no2_c + q8_c
NO3R2pp,0.0,,,,2.0 h_c + mql8_c + no3_c --> h2o_c + 2.0 h_e + mqn8_c + no2_c
NTRIR2x,0.0,,,,5.0 h_c + 3.0 nadh_c + no2_c --> 2.0 h2o_c + 3.0 nad_c + nh4_c
POX,0.0,1.2.2.2,,,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c
PPKr,0.0,2.7.4.1,,,atp_c + pi_c --> adp_c + ppi_c
SPODM,0.0,1.15.1.1,8228960.977082043,0.0,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
SUCDi,0.0002707611719990644,1.3.99.1,,,q8_c + succ_c --> fum_c + q8h2_c
TMAOR1pp,0.0,,,,h_e + mql8_c + tmao_e --> h2o_e + mqn8_c + tma_e
TMAOR2pp,0.0,,,,2dmmql8_c + h_e + tmao_e --> 2dmmq8_c + h2o_e + tma_e
TRDR,0.016603644982999953,1.8.1.9,597.1204907154603,2.7806188602078837e-05,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
L_LACD2,0.0,1.1.2.3,11215.35031197558,0.0,lac__L_c + q8_c --> pyr_c + q8h2_c
L_LACD3,0.0,1.1.2.3,11215.35031197558,0.0,lac__L_c + mqn8_c --> mql8_c + pyr_c
G6PDH2r,6.408997750263561,1.1.1.49,83424.51583828646,7.682391304118597e-05,g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c
GND,6.408997750263561,1.1.1.44,11126.248366730908,0.0005760250480680793,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c
PGL,6.408997750263561,3.1.1.31,2103.1121488352696,0.003047387536519603,6pgl_c + h2o_c --> 6pgc_c + h_c
RPE,4.1966771695205765,5.1.3.1,200959.8874637581,2.088315843766295e-05,ru5p__D_c --> xu5p__D_c
RPI,0.0,5.3.1.6,514815.209001565,0.0,r5p_c --> ru5p__D_c
TALA,2.1111459308559883,2.2.1.2,14523.478550228352,0.00014536090121624443,g3p_c + s7p_c --> e4p_c + f6p_c
TKT1,2.1111459308559883,2.2.1.1,1604014.5580531184,1.3161638217413708e-06,r5p_c + xu5p__D_c --> g3p_c + s7p_c
TKT2,2.085531238664588,2.2.1.2,14523.478550228352,0.0001435972264806903,e4p_c + xu5p__D_c --> f6p_c + g3p_c
ADSL1r,0.012079427388997269,4.3.2.2,8498.443989841811,1.4213693004785119e-06,dcamp_c --> amp_c + fum_c
ADSL2r,0.026958075793000053,4.3.2.2,8498.443989841811,3.172119016754483e-06,25aics_c --> aicar_c + fum_c
ADSS,0.012079427388997269,6.3.4.4,3240.0854136633366,3.7281200483353647e-06,asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c
AICART,0.03431614911300005,2.1.2.3,346.2765349414911,9.910041729740165e-05,10fthf_c + aicar_c --> fprica_c + thf_c
AIRC2,0.026958075793000053,6.3.4.18,544.2826929371992,4.9529548050704875e-05,air_c + atp_c + hco3_c --> 5caiz_c + adp_c + h_c + pi_c
AIRC3,0.0,5.4.99.18,3130.460035186586,0.0,5aizc_c --> 5caiz_c
ASPCT,0.01404657493459998,2.1.3.2,10354.020769268487,1.3566299747332236e-06,asp__L_c + cbp_c --> cbasp_c + h_c + pi_c
CTPS2,0.0048232628395999885,6.3.4.2,51.06774406097321,9.444832405052338e-05,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c
DHORD2,0.01404657493459998,1.3.3.1,13821.915768668789,1.0162538369999651e-06,dhor__S_c + q8_c --> orot_c + q8h2_c
DHORD5,0.0,,673284.3729871485,0.0,dhor__S_c + mqn8_c --> mql8_c + orot_c
DHORTS,0.0,3.5.2.3,6835.273502196256,0.0,dhor__S_c + h2o_c --> cbasp_c + h_c
GARFT,0.026958075793000053,2.1.2.2,208.33877939711292,0.00012939538126800423,10fthf_c + gar_c --> fgam_c + h_c + thf_c
GART,0.0,,,,atp_c + for_c + gar_c --> adp_c + fgam_c + h_c + pi_c
GLUPRT,0.026958075793000053,2.4.2.14,,,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c
GMPS2,0.006189135980000003,6.3.5.2,2839.008296161657,2.180034481888525e-06,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c
IMPC,0.0,3.5.4.10,,,h2o_c + imp_c --> fprica_c
IMPD_num1,0.0,1.1.1.205,129.01428749674798,0.0,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c
OMPDC,0.01404657493459998,4.1.1.23,14960.70816594402,9.388977298932322e-07,h_c + orot5p_c --> co2_c + ump_c
ORPT,0.0,2.4.2.10,24310.87448791853,0.0,orot5p_c + ppi_c --> orot_c + prpp_c
PRAGSr,0.026958075793000053,6.3.4.13,16810.882661385225,1.603608587128089e-06,atp_c + gly_c + pram_c --> adp_c + gar_c + h_c + pi_c
PRAIS,0.026958075793000053,6.3.3.1,,,atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c
PRASCSi,0.026958075793000053,6.3.2.6,,,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c
PRFGS,0.026958075793000053,6.3.5.3,14756.02653120585,1.8269197155473712e-06,atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c
ACALD,0.0,1.2.1.10,817.0446351554058,0.0,acald_c + coa_c + nad_c --> accoa_c + h_c + nadh_c
ACKr,0.021537033862399954,2.7.2.1,20651.241058588177,1.0428929574401246e-06,ac_c + atp_c --> actp_c + adp_c
ALCD2x_num1,0.0,1.1.1.1,28643.28538787652,0.0,etoh_c + nad_c --> acald_c + h_c + nadh_c
FHL,0.0,,272182.09627601324,0.0,for_c + h_c --> co2_c + h2_c
LDH_D,0.0,1.1.1.28,68936.04759391598,0.0,lac__D_c + nad_c --> h_c + nadh_c + pyr_c
OAADC,0.0,4.1.1.3,,,h_c + oaa_c --> co2_c + pyr_c
PTAr,0.0,2.3.1.8,37429.846902369514,0.0,accoa_c + pi_c --> actp_c + coa_c
LDH,0.0,1.1.1.27,7915.603067094513,0.0,h_c + nadh_c + pyr_c --> lac__L_c + nad_c
ASAD,0.0,1.2.1.11,8504.951071366677,0.0,aspsa_c + nadp_c + pi_c --> 4pasp_c + h_c + nadph_c
ASPK,3.7301725847904006,2.7.2.4,540.9766497763867,0.0068952561747947375,asp__L_c + atp_c --> 4pasp_c + adp_c
DAPDC_num1,0.0,4.1.1.20,692.3135303399921,0.0,26dap__M_c + h_c --> co2_c + lys__L_c
DAPDH,3.671226884811001,1.4.1.16,985718.8770415935,3.7244157237095187e-06,2.0 h_c + nadph_c + nh4_c + thdp_c --> 26dap__M_c + nadp_c
DAPE,0.0,5.1.1.7,4418.914836632509,0.0,26dap_LL_c --> 26dap__M_c
DHDPRy,3.671226884811001,1.3.1.26,,,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
DHDPS,3.671226884811001,4.2.1.52,6132.1711471117615,0.0005986830433687651,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c
HSDy,0.0,1.1.1.3,2542.6424029473505,0.0,hom__L_c + nadp_c --> aspsa_c + h_c + nadph_c
HSK,0.05062747768,2.7.1.39,536.5027236023136,9.436574215330167e-05,atp_c + hom__L_c --> adp_c + h_c + phom_c
SDPDS,0.0,3.5.1.18,15763.775931617029,0.0,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
SDPTA,0.0,2.6.1.17,1949.3168723931824,0.0,akg_c + sl26da_c --> glu__L_c + sl2a6o_c
THDPS_num1,0.0,,284845.2121572745,0.0,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
THRS,0.05062747768,4.2.3.1,18650.12867010921,2.714591334757989e-06,h2o_c + phom_c --> pi_c + thr__L_c
26DAHtex,0.0,,,,26dap__M_e --> 26dap__M_c
3AMPtex,0.0,,,,3amp_e --> 3amp_c
3CMPtex,0.0,,,,3cmp_e --> 3cmp_c
3GMPtex,0.0,,,,3gmp_e --> 3gmp_c
3UMPtex,0.0,,,,3ump_e --> 3ump_c
ABUTt2pp,0.0,,891004.5400122495,0.0,4abut_e + h_e --> 4abut_c + h_c
ABUTtex,0.0,,891004.5400122495,0.0,4abut_e --> 4abut_c
ACALDtpp,0.0,,,,acald_e --> acald_c
ACGAM1Ptex,0.0,,,,acgam1p_e --> acgam1p_c
ACGAptspp,0.0,2.7.1.69,,,acgam_e + pep_c --> acgam6p_c + pyr_c
ACGAtex,0.0,,,,acgam_e --> acgam_c
ACMANAptspp_num1,0.0,2.7.3.9,2016.8574494572906,0.0,acmana_e + pep_c --> acmanap_c + pyr_c
ACMANAtex,0.0,,,,acmana_e --> acmana_c
ACMUMptspp_num1,0.0,2.7.3.9,2016.8574494572906,0.0,acmum_e + pep_c --> acmum6p_c + pyr_c
ACSERtex,0.0,,,,acser_e --> acser_c
ACt2rpp,0.0,,465108.8521233754,0.0,ac_e + h_e --> ac_c + h_c
ADEt2rpp,0.0,,,,ade_e + h_e --> ade_c + h_c
ADNt2rpp,0.0,,,,adn_e + h_e --> adn_c + h_c
AKGt2rpp,0.0,,,,akg_e + h_e --> akg_c + h_c
ALAabcpp,0.0,,789097.6699171622,0.0,ala__L_e + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c
ALAALAabcpp,0.0,,,,alaala_e + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
ALAALAtex,0.0,,,,alaala_e --> alaala_c
ALAtex,0.0,,,,ala__L_e --> ala__L_c
AMPtex,0.0,,,,amp_e --> amp_c
ARBabcpp,0.0,,344653.84181127936,0.0,arab__L_e + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c
ARBt3ipp,0.0,,805842.2272952006,0.0,arab__L_c + h_e --> arab__L_e + h_c
ARBTptspp,0.0,,628904.344059706,0.0,arbt_e + pep_c --> arbt6p_c + pyr_c
ARGabcpp,0.0,,,,arg__L_e + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c
ARGORNt7pp,0.0,,496663.9825577177,0.0,arg__L_e + orn_c --> arg__L_c + orn_e
ARGt3pp,0.0,,,,arg__L_c + h_e --> arg__L_e + h_c
ASCBptspp,0.0,,628904.344059706,0.0,ascb__L_e + pep_c --> ascb6p_c + pyr_c
ASNabcpp,0.0,,,,asn__L_e + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c
ASNt2rpp,0.0,,,,asn__L_e + h_e --> asn__L_c + h_c
ASPabcpp,0.0,,,,asp__L_e + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
ASPt2pp,0.0,,,,asp__L_e + h_e --> asp__L_c + h_c
ASPt2rpp,0.0,,,,asp__L_e + h_e --> asp__L_c + h_c
BALAt2pp,0.0,,,,ala_B_e + h_e --> ala_B_c + h_c
BALAtex,0.0,,,,ala_B_e --> ala_B_c
BCCPE,0.0,,,,atp_c + bccp_e + hco3_c --> adp_c + btnco2_c + h_c + pi_c
CGLYabcpp,0.0,,,,atp_c + cgly_e + h2o_c --> adp_c + cgly_c + h_c + pi_c
CGLYtex,0.0,,,,cgly_e --> cgly_c
CHTBSptspp,0.0,,446414.65832541755,0.0,chtbs_e + pep_c --> chtbs6p_c + pyr_c
CITt3pp,0.0,,,,cit_c + h_e --> cit_e + h_c
CITt7pp,0.0,,520794.9408303038,0.0,cit_e + succ_c --> cit_c + succ_e
CITtex,0.0,,,,cit_e --> cit_c
CLt3_2pp,0.001688821584,,,,2.0 cl_e --> 2.0 cl_c + h_c
CRNabcpp,0.0,,,,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c
CRNDabcpp,0.0,,,,atp_c + crn__D_e + h2o_c --> adp_c + crn__D_c + h_c + pi_c
CRNDt2rpp,0.0,,,,crn__D_e + h_e --> crn__D_c + h_c
CRNt2rpp,0.0,,,,crn_e + h_e --> crn_c + h_c
CRNt8pp,0.0,,,,crn__D_c + crn_e --> crn__D_e + crn_c
CTBTabcpp,0.0,,,,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c
CTBTt2rpp,0.0,,490755.8299954026,0.0,ctbt_e + h_e --> ctbt_c + h_c
CUt3,0.0,,344056.2650127859,0.0,cu_c + h_e --> cu_e + h_c
CUtex,0.0,,,,cu_e --> cu_c
CYANtex,0.0,,,,cyan_e --> cyan_c
CYSabc2pp,0.0,,,,atp_c + cys__L_c + h2o_c --> adp_c + cys__L_e + h_c + pi_c
CYSabcpp,0.0,,,,atp_c + cys__L_e + h2o_c --> adp_c + cys__L_c + h_c + pi_c
CYStpp,0.0,,,,cys__L_c --> cys__L_e
CYTDt2pp,0.0,,,,cytd_e + h_e --> cytd_c + h_c
CYTDt2rpp,0.0,,,,cytd_e + h_e --> cytd_c + h_c
DADNtex,0.0,,,,dad_2_e --> dad_2_c
DALAt2pp,0.0,,547043.9572588174,0.0,ala__D_e + h_e --> ala__D_c + h_c
DALAtex,0.0,,,,ala__D_e --> ala__D_c
DAMPtex,0.0,,,,damp_e --> damp_c
DAPabcpp,0.0,,,,26dap__M_e + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c
DCMPtex,0.0,,,,dcmp_e --> dcmp_c
DCYTtex,0.0,,,,dcyt_e --> dcyt_c
DGMPtex,0.0,,,,dgmp_e --> dgmp_c
DGSNtex,0.0,,,,dgsn_e --> dgsn_c
DHAtpp,0.0,,,,dha_e --> dha_c
DIMPtex,0.0,,,,dimp_e --> dimp_c
DINStex,0.0,,,,din_e --> din_c
D_LACt2pp,0.0,,,,h_e + lac__D_e --> h_c + lac__D_c
DMSOtex,0.0,,,,dmso_e --> dmso_c
DMStex,0.0,,,,dms_e --> dms_c
DSERt2pp,0.0,,547043.9572588174,0.0,h_e + ser__D_e --> h_c + ser__D_c
DTMPtex,0.0,,,,dtmp_e --> dtmp_c
DUMPtex,0.0,,,,dump_e --> dump_c
DURIt2pp,0.0,,,,duri_e + h_e --> duri_c + h_c
DURItex,0.0,,,,duri_e --> duri_c
ETHAtex,0.0,,,,etha_e --> etha_c
ETOHtrpp,0.0,,,,etoh_e --> etoh_c
EX_biomass,0.1,,,,biomass_c --> 
EX_BIOTIN,0.0,,,,btn_e --> 
EX_cl,0.0,,,,cl_e --> 
F6Pt6_2pp,0.0,,,,f6p_e + 2.0 pi_c --> f6p_c + 2.0 pi_e
F6Ptex,0.0,,,,f6p_e --> f6p_c
FE3DHBZStonex,0.0,,454475.4765513423,0.0,fe3dhbzs_c + h_e --> fe3dhbzs_e + h_c
FE3tex,2.517985819849861e-12,,,,fe3_e --> fe3_c
FRUpts2pp,0.0,,446414.65832541755,0.0,fru_e + pep_c --> f6p_c + pyr_c
FRUtex,0.0,,,,fru_e --> fru_c
FRUURt2rpp,0.0,,563926.3194020329,0.0,fruur_e + h_e --> fruur_c + h_c
FUMt2_2pp,0.0,,563885.2606292539,0.0,fum_e + 2.0 h_e --> fum_c + 2.0 h_c
FUMt2_3pp,0.0,,,,fum_e + 3.0 h_e --> fum_c + 3.0 h_c
FUMtex,0.0,,,,fum_e --> fum_c
G1Ptex,0.0,,,,g1p_e --> g1p_c
G3PCabcpp,0.0,,170173.16108825762,0.0,atp_c + g3pc_e + h2o_c --> adp_c + g3pc_c + h_c + pi_c
G3PEabcpp,0.0,,170173.16108825762,0.0,atp_c + g3pe_e + h2o_c --> adp_c + g3pe_c + h_c + pi_c
G3PEtex,0.0,,,,g3pe_e --> g3pe_c
G3PGabcpp,0.0,,170173.16108825762,0.0,atp_c + g3pg_e + h2o_c --> adp_c + g3pg_c + h_c + pi_c
G3PGtex,0.0,,,,g3pg_e --> g3pg_c
G3PIabcpp,0.0,,170173.16108825762,0.0,atp_c + g3pi_e + h2o_c --> adp_c + g3pi_c + h_c + pi_c
G3PItex,0.0,,,,g3pi_e --> g3pi_c
G3PSabcpp,0.0,,170173.16108825762,0.0,atp_c + g3ps_e + h2o_c --> adp_c + g3ps_c + h_c + pi_c
G3PStex,0.0,,,,g3ps_e --> g3ps_c
G6Pt6_2pp,0.0,,,,g6p_e + 2.0 pi_c --> g6p_c + 2.0 pi_e
G6Ptex,0.0,,,,g6p_e --> g6p_c
GAL1Ptex,0.0,,,,gal1p_e --> gal1p_c
GALTptspp,0.0,,446414.65832541755,0.0,galt_e + pep_c --> galt1p_c + pyr_c
GAM6Pt6_2pp,0.0,,,,gam6p_e + 2.0 pi_c --> gam6p_c + 2.0 pi_e
GAMAN6Ptex,0.0,,,,gam6p_e --> gam6p_c
GAMptspp,0.0,,446414.65832541755,0.0,gam_e + pep_c --> gam6p_c + pyr_c
GAMtex,0.0,,,,gam_e --> gam_c
GLCabcpp,0.004773176390000001,,271954.64999180805,1.7551368914426655e-08,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c
GLCNt2rpp,0.0,,,,glcn_e + h_e --> glcn_c + h_c
GLCptspp,5.49522682361,2.7.1.69,,,glc__D_e + pep_c --> g6p_c + pyr_c
GLCUR1Ptex,0.0,,,,glcur1p_e --> glcur1p_c
GLCURt2rpp,0.0,,,,glcur_e + h_e --> glcur_c + h_c
GLNabcpp,0.0,,,,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c
GLNt2rpp,0.0,,,,gln__L_e + h_e --> gln__L_c + h_c
GLUabcpp,0.0,,236678.8619000977,0.0,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c
GLUt4pp,0.0,,,,glu__L_e + na1_e --> glu__L_c + na1_c
GLUtex,0.0,,,,glu__L_e --> glu__L_c
GLYALDtpp,0.0,,,,glyald_e --> glyald_c
GLYBabcpp_num1,0.0,,138277.14283389846,0.0,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c
GLYC2Pabcpp,0.0,,170173.16108825762,0.0,atp_c + glyc2p_e + h2o_c --> adp_c + glyc2p_c + h_c + pi_c
GLYC3Pabcpp,0.0,,170173.16108825762,0.0,atp_c + glyc3p_e + h2o_c --> adp_c + glyc3p_c + h_c + pi_c
GLYC3Pt6pp,0.0,,,,glyc3p_e + pi_c --> glyc3p_c + pi_e
GLYC3Ptex,0.0,,,,glyc3p_e --> glyc3p_c
GLYCAt2rpp,0.0,,,,glyc__R_e + h_e --> glyc__R_c + h_c
GLYCtpp,0.0,,,,glyc_c --> glyc_e
GLYtex,0.0,,,,gly_e --> gly_c
GMPtex,0.0,,,,gmp_e --> gmp_c
GSNt2pp,0.0,,,,gsn_e + h_e --> gsn_c + h_c
GSNtex,0.0,,,,gsn_e --> gsn_c
GTHRDabc2pp,0.0,,147927.19348288758,0.0,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_e + h_c + pi_c
GTHRDabcpp,0.0,,,,atp_c + gthrd_e + h2o_c --> adp_c + gthrd_c + h_c + pi_c
GTHRDtex,0.0,,,,gthrd_e --> gthrd_c
GUAt2pp,0.0,,,,gua_e + h_e --> gua_c + h_c
GUAtpp,0.0,,,,gua_e --> gua_c
H2Otpp,0.0,,,,h2o_e --> h2o_c
H2St1pp,0.0,,,,h2s_c --> h2s_e
H2Stex,0.0,,,,h2s_e --> h2s_c
H2tpp,0.0,,,,h2_e --> h2_c
HISabcpp,0.0,,,,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c
HISt2rpp,0.0,,,,h_e + his__L_e --> h_c + his__L_c
HOMt2pp,0.0,,,,h_e + hom__L_c --> h_c + hom__L_e
HOMtex,0.0,,,,hom__L_e --> hom__L_c
HYXNtpp,0.0,,,,hxan_e --> hxan_c
ILEt2rpp,0.0,,594125.1414013705,0.0,h_e + ile__L_e --> h_c + ile__L_c
INDOLEt2pp,0.0,,,,h_c + indole_c --> h_e + indole_e
INDOLEt2rpp,0.0,,,,h_e + indole_e --> h_c + indole_c
INSt2pp,0.0,,,,h_e + ins_e --> h_c + ins_c
INSt2rpp,0.0,,,,h_e + ins_e --> h_c + ins_c
LEUt2rpp_num1,0.0,,974488.3763278328,0.0,h_e + leu__L_e --> h_c + leu__L_c
L_LACt2rpp,0.0,,,,h_e + lac__L_e --> h_c + lac__L_c
LYSabcpp,0.0,,1061963.1102131892,0.0,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c
LYSt2pp,0.0,,496663.9825577177,0.0,h_e + lys__L_e --> h_c + lys__L_c
LYSt3pp,0.0,,,,h_e + lys__L_c --> h_c + lys__L_e
MALt3pp,0.0,,,,h_e + mal__L_c --> h_c + mal__L_e
MALTabcpp,0.0,,219568.04489508914,0.0,atp_c + h2o_c + malt_e --> adp_c + h_c + malt_c + pi_c
MALTptspp,0.0,,446414.65832541755,0.0,malt_e + pep_c --> malt6p_c + pyr_c
MAN6Pt6_2pp,0.0,,,,man6p_e + 2.0 pi_c --> man6p_c + 2.0 pi_e
MANptspp,0.0,2.7.1.69,,,man_e + pep_c --> man6p_c + pyr_c
METabcpp,0.0,,281579.09487392224,0.0,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c
METt2rpp,0.0,,,,h_e + met__L_e --> h_c + met__L_c
MNLptspp,0.0,2.7.1.69,,,mnl_e + pep_c --> mnl1p_c + pyr_c
MNt2pp,0.0,,1327703.595837076,0.0,h_e + mn2_e --> h_c + mn2_c
NACtpp,0.0,,,,nac_e --> nac_c
NAtex,0.003377643168,,,,na1_e --> na1_c
NMNt7pp,0.0,3.2.2.14,,,h2o_c + nmn_e --> h_c + ncam_c + r5p_c
NO3tex,0.0,,545344.2919196744,0.0,no3_e --> no3_c
NOtex,0.0,,,,no_e --> no_c
O2Stex,0.0,,,,o2s_e --> o2s_c
ORNabcpp,0.0,,,,atp_c + h2o_c + orn_e --> adp_c + h_c + orn_c + pi_c
OROTt2_2pp,0.0,,,,2.0 h_e + orot_e --> 2.0 h_c + orot_c
PA120abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_e + pi_c
PA140abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_e + pi_c
PA141abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_e + pi_c
PA160abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_e + pi_c
PA161abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_e + pi_c
PA180abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_e + pi_c
PA181abcpp_num1,0.0,,305003.3707364153,0.0,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_e + pi_c
